week,year,month,isoweek,isoYear,date,division,cases,pop
15,2015,4,2015-W15-1,2015,06/04/2015,northern,1,132726.6
16,2015,4,2015-W16-1,2015,13/04/2015,northern,0,132726.6
17,2015,4,2015-W17-1,2015,20/04/2015,northern,2,132726.6
18,2015,4,2015-W18-1,2015,27/04/2015,northern,2,132726.6
19,2015,5,2015-W19-1,2015,04/05/2015,northern,0,132726.6
20,2015,5,2015-W20-1,2015,11/05/2015,northern,1,132726.6
21,2015,5,2015-W21-1,2015,18/05/2015,northern,1,132726.6
22,2015,5,2015-W22-1,2015,25/05/2015,northern,0,132726.6
23,2015,6,2015-W23-1,2015,01/06/2015,northern,0,132726.6
24,2015,6,2015-W24-1,2015,08/06/2015,northern,2,132726.6
25,2015,6,2015-W25-1,2015,15/06/2015,northern,0,132726.6
26,2015,6,2015-W26-1,2015,22/06/2015,northern,1,132726.6
27,2015,6,2015-W27-1,2015,29/06/2015,northern,1,132726.6
28,2015,7,2015-W28-1,2015,06/07/2015,northern,0,132726.6
29,2015,7,2015-W29-1,2015,13/07/2015,northern,0,132726.6
30,2015,7,2015-W30-1,2015,20/07/2015,northern,0,132726.6
31,2015,7,2015-W31-1,2015,27/07/2015,northern,0,132726.6
32,2015,8,2015-W32-1,2015,03/08/2015,northern,0,132726.6
33,2015,8,2015-W33-1,2015,10/08/2015,northern,0,132726.6
34,2015,8,2015-W34-1,2015,17/08/2015,northern,2,132726.6
35,2015,8,2015-W35-1,2015,24/08/2015,northern,2,132726.6
36,2015,8,2015-W36-1,2015,31/08/2015,northern,0,132726.6
37,2015,9,2015-W37-1,2015,07/09/2015,northern,3,132726.6
38,2015,9,2015-W38-1,2015,14/09/2015,northern,3,132726.6
39,2015,9,2015-W39-1,2015,21/09/2015,northern,1,132726.6
40,2015,9,2015-W40-1,2015,28/09/2015,northern,0,132726.6
41,2015,10,2015-W41-1,2015,05/10/2015,northern,0,132726.6
42,2015,10,2015-W42-1,2015,12/10/2015,northern,0,132726.6
43,2015,10,2015-W43-1,2015,19/10/2015,northern,0,132726.6
44,2015,10,2015-W44-1,2015,26/10/2015,northern,0,132726.6
45,2015,11,2015-W45-1,2015,02/11/2015,northern,2,132726.6
46,2015,11,2015-W46-1,2015,09/11/2015,northern,3,132726.6
47,2015,11,2015-W47-1,2015,16/11/2015,northern,1,132726.6
48,2015,11,2015-W48-1,2015,23/11/2015,northern,0,132726.6
49,2015,11,2015-W49-1,2015,30/11/2015,northern,2,132726.6
50,2015,12,2015-W50-1,2015,07/12/2015,northern,3,132726.6
51,2015,12,2015-W51-1,2015,14/12/2015,northern,2,132726.6
52,2015,12,2015-W52-1,2015,21/12/2015,northern,0,132726.6
1,2016,1,2016-W01-1,2016,04/01/2016,northern,0,132322.3
2,2016,1,2016-W02-1,2016,11/01/2016,northern,0,132322.3
3,2016,1,2016-W03-1,2016,18/01/2016,northern,4,132322.3
4,2016,1,2016-W04-1,2016,25/01/2016,northern,0,132322.3
5,2016,2,2016-W05-1,2016,01/02/2016,northern,1,132322.3
6,2016,2,2016-W06-1,2016,08/02/2016,northern,1,132322.3
7,2016,2,2016-W07-1,2016,15/02/2016,northern,0,132322.3
8,2016,2,2016-W08-1,2016,22/02/2016,northern,0,132322.3
9,2016,2,2016-W09-1,2016,29/02/2016,northern,2,132322.3
10,2016,3,2016-W10-1,2016,07/03/2016,northern,2,132322.3
11,2016,3,2016-W11-1,2016,14/03/2016,northern,6,132322.3
12,2016,3,2016-W12-1,2016,21/03/2016,northern,4,132322.3
13,2016,3,2016-W13-1,2016,28/03/2016,northern,6,132322.3
14,2016,4,2016-W14-1,2016,04/04/2016,northern,4,132322.3
15,2016,4,2016-W15-1,2016,11/04/2016,northern,6,132322.3
16,2016,4,2016-W16-1,2016,18/04/2016,northern,8,132322.3
17,2016,4,2016-W17-1,2016,25/04/2016,northern,7,132322.3
18,2016,5,2016-W18-1,2016,02/05/2016,northern,1,132322.3
19,2016,5,2016-W19-1,2016,09/05/2016,northern,15,132322.3
20,2016,5,2016-W20-1,2016,16/05/2016,northern,17,132322.3
21,2016,5,2016-W21-1,2016,23/05/2016,northern,14,132322.3
22,2016,5,2016-W22-1,2016,30/05/2016,northern,8,132322.3
23,2016,6,2016-W23-1,2016,06/06/2016,northern,3,132322.3
24,2016,6,2016-W24-1,2016,13/06/2016,northern,2,132322.3
25,2016,6,2016-W25-1,2016,20/06/2016,northern,2,132322.3
26,2016,6,2016-W26-1,2016,27/06/2016,northern,4,132322.3
27,2016,7,2016-W27-1,2016,04/07/2016,northern,9,132322.3
28,2016,7,2016-W28-1,2016,11/07/2016,northern,4,132322.3
29,2016,7,2016-W29-1,2016,18/07/2016,northern,5,132322.3
30,2016,7,2016-W30-1,2016,25/07/2016,northern,4,132322.3
31,2016,8,2016-W31-1,2016,01/08/2016,northern,4,132322.3
32,2016,8,2016-W32-1,2016,08/08/2016,northern,3,132322.3
33,2016,8,2016-W33-1,2016,15/08/2016,northern,4,132322.3
34,2016,8,2016-W34-1,2016,22/08/2016,northern,6,132322.3
35,2016,8,2016-W35-1,2016,29/08/2016,northern,4,132322.3
36,2016,9,2016-W36-1,2016,05/09/2016,northern,4,132322.3
37,2016,9,2016-W37-1,2016,12/09/2016,northern,3,132322.3
38,2016,9,2016-W38-1,2016,19/09/2016,northern,5,132322.3
39,2016,9,2016-W39-1,2016,26/09/2016,northern,1,132322.3
40,2016,10,2016-W40-1,2016,03/10/2016,northern,4,132322.3
41,2016,10,2016-W41-1,2016,10/10/2016,northern,1,132322.3
42,2016,10,2016-W42-1,2016,17/10/2016,northern,4,132322.3
43,2016,10,2016-W43-1,2016,24/10/2016,northern,2,132322.3
44,2016,10,2016-W44-1,2016,31/10/2016,northern,3,132322.3
45,2016,11,2016-W45-1,2016,07/11/2016,northern,3,132322.3
46,2016,11,2016-W46-1,2016,14/11/2016,northern,4,132322.3
47,2016,11,2016-W47-1,2016,21/11/2016,northern,4,132322.3
48,2016,11,2016-W48-1,2016,28/11/2016,northern,9,132322.3
49,2016,12,2016-W49-1,2016,05/12/2016,northern,7,132322.3
50,2016,12,2016-W50-1,2016,12/12/2016,northern,10,132322.3
51,2016,12,2016-W51-1,2016,19/12/2016,northern,4,132322.3
52,2016,12,2016-W52-1,2016,26/12/2016,northern,4,132322.3
52,2017,1,2016-W52-7,2016,01/01/2017,northern,0,131918
1,2017,1,2017-W01-1,2017,02/01/2017,northern,6,131918
2,2017,1,2017-W02-1,2017,09/01/2017,northern,8,131918
3,2017,1,2017-W03-1,2017,16/01/2017,northern,9,131918
4,2017,1,2017-W04-1,2017,23/01/2017,northern,9,131918
5,2017,1,2017-W05-1,2017,30/01/2017,northern,4,131918
6,2017,2,2017-W06-1,2017,06/02/2017,northern,6,131918
7,2017,2,2017-W07-1,2017,13/02/2017,northern,18,131918
8,2017,2,2017-W08-1,2017,20/02/2017,northern,6,131918
9,2017,2,2017-W09-1,2017,27/02/2017,northern,13,131918
10,2017,3,2017-W10-1,2017,06/03/2017,northern,28,131918
11,2017,3,2017-W11-1,2017,13/03/2017,northern,28,131918
12,2017,3,2017-W12-1,2017,20/03/2017,northern,31,131918
13,2017,3,2017-W13-1,2017,27/03/2017,northern,32,131918
14,2017,4,2017-W14-1,2017,03/04/2017,northern,17,131918
15,2017,4,2017-W15-1,2017,10/04/2017,northern,13,131918
16,2017,4,2017-W16-1,2017,17/04/2017,northern,10,131918
17,2017,4,2017-W17-1,2017,24/04/2017,northern,10,131918
18,2017,5,2017-W18-1,2017,01/05/2017,northern,6,131918
19,2017,5,2017-W19-1,2017,08/05/2017,northern,8,131918
20,2017,5,2017-W20-1,2017,15/05/2017,northern,13,131918
21,2017,5,2017-W21-1,2017,22/05/2017,northern,11,131918
22,2017,5,2017-W22-1,2017,29/05/2017,northern,18,131918
23,2017,6,2017-W23-1,2017,05/06/2017,northern,4,131918
24,2017,6,2017-W24-1,2017,12/06/2017,northern,13,131918
25,2017,6,2017-W25-1,2017,19/06/2017,northern,4,131918
26,2017,6,2017-W26-1,2017,26/06/2017,northern,0,131918
27,2017,7,2017-W27-1,2017,03/07/2017,northern,0,131918
28,2017,7,2017-W28-1,2017,10/07/2017,northern,5,131918
29,2017,7,2017-W29-1,2017,17/07/2017,northern,4,131918
30,2017,7,2017-W30-1,2017,24/07/2017,northern,2,131918
31,2017,7,2017-W31-1,2017,31/07/2017,northern,0,131918
32,2017,8,2017-W32-1,2017,07/08/2017,northern,3,131918
33,2017,8,2017-W33-1,2017,14/08/2017,northern,3,131918
34,2017,8,2017-W34-1,2017,21/08/2017,northern,3,131918
35,2017,8,2017-W35-1,2017,28/08/2017,northern,5,131918
36,2017,9,2017-W36-1,2017,04/09/2017,northern,3,131918
37,2017,9,2017-W37-1,2017,11/09/2017,northern,2,131918
38,2017,9,2017-W38-1,2017,18/09/2017,northern,1,131918
39,2017,9,2017-W39-1,2017,25/09/2017,northern,1,131918
40,2017,10,2017-W40-1,2017,02/10/2017,northern,1,131918
41,2017,10,2017-W41-1,2017,09/10/2017,northern,1,131918
42,2017,10,2017-W42-1,2017,16/10/2017,northern,8,131918
43,2017,10,2017-W43-1,2017,23/10/2017,northern,3,131918
44,2017,10,2017-W44-1,2017,30/10/2017,northern,2,131918
45,2017,11,2017-W45-1,2017,06/11/2017,northern,3,131918
46,2017,11,2017-W46-1,2017,13/11/2017,northern,4,131918
47,2017,11,2017-W47-1,2017,20/11/2017,northern,7,131918
48,2017,11,2017-W48-1,2017,27/11/2017,northern,8,131918
49,2017,12,2017-W49-1,2017,04/12/2017,northern,2,131918
50,2017,12,2017-W50-1,2017,11/12/2017,northern,13,131918
51,2017,12,2017-W51-1,2017,18/12/2017,northern,1,131918
