week,year,month,isoweek,isoYear,date,division,cases,pop
31,2007,7,2007-W31-1,2007,30/07/2007,northern,0,135961
32,2007,8,2007-W32-1,2007,06/08/2007,northern,1,135961
33,2007,8,2007-W33-1,2007,13/08/2007,northern,14,135961
34,2007,8,2007-W34-1,2007,20/08/2007,northern,0,135961
35,2007,8,2007-W35-1,2007,27/08/2007,northern,3,135961
36,2007,9,2007-W36-1,2007,03/09/2007,northern,0,135961
37,2007,9,2007-W37-1,2007,10/09/2007,northern,7,135961
38,2007,9,2007-W38-1,2007,17/09/2007,northern,10,135961
39,2007,9,2007-W39-1,2007,24/09/2007,northern,1,135961
40,2007,10,2007-W40-1,2007,01/10/2007,northern,2,135961
41,2007,10,2007-W41-1,2007,08/10/2007,northern,0,135961
42,2007,10,2007-W42-1,2007,15/10/2007,northern,0,135961
43,2007,10,2007-W43-1,2007,22/10/2007,northern,6,135961
44,2007,10,2007-W44-1,2007,29/10/2007,northern,1,135961
45,2007,11,2007-W45-1,2007,05/11/2007,northern,1,135961
46,2007,11,2007-W46-1,2007,12/11/2007,northern,2,135961
47,2007,11,2007-W47-1,2007,19/11/2007,northern,0,135961
48,2007,11,2007-W48-1,2007,26/11/2007,northern,0,135961
49,2007,12,2007-W49-1,2007,03/12/2007,northern,2,135961
50,2007,12,2007-W50-1,2007,10/12/2007,northern,0,135961
51,2007,12,2007-W51-1,2007,17/12/2007,northern,0,135961
52,2007,12,2007-W52-1,2007,24/12/2007,northern,0,135961
1,2008,1,2008-W01-2,2008,01/01/2008,northern,0,135556.7
2,2008,1,2008-W02-1,2008,07/01/2008,northern,0,135556.7
3,2008,1,2008-W03-1,2008,14/01/2008,northern,5,135556.7
4,2008,1,2008-W04-1,2008,21/01/2008,northern,1,135556.7
5,2008,1,2008-W05-1,2008,28/01/2008,northern,0,135556.7
6,2008,2,2008-W06-1,2008,04/02/2008,northern,0,135556.7
7,2008,2,2008-W07-1,2008,11/02/2008,northern,2,135556.7
8,2008,2,2008-W08-1,2008,18/02/2008,northern,0,135556.7
9,2008,2,2008-W09-1,2008,25/02/2008,northern,0,135556.7
10,2008,3,2008-W10-1,2008,03/03/2008,northern,0,135556.7
11,2008,3,2008-W11-1,2008,10/03/2008,northern,0,135556.7
12,2008,3,2008-W12-1,2008,17/03/2008,northern,0,135556.7
13,2008,3,2008-W13-1,2008,24/03/2008,northern,0,135556.7
14,2008,3,2008-W14-1,2008,31/03/2008,northern,0,135556.7
15,2008,4,2008-W15-1,2008,07/04/2008,northern,0,135556.7
16,2008,4,2008-W16-1,2008,14/04/2008,northern,0,135556.7
17,2008,4,2008-W17-1,2008,21/04/2008,northern,0,135556.7
18,2008,4,2008-W18-1,2008,28/04/2008,northern,0,135556.7
19,2008,5,2008-W19-1,2008,05/05/2008,northern,0,135556.7
20,2008,5,2008-W20-1,2008,12/05/2008,northern,0,135556.7
21,2008,5,2008-W21-1,2008,19/05/2008,northern,0,135556.7
22,2008,5,2008-W22-1,2008,26/05/2008,northern,1,135556.7
23,2008,6,2008-W23-1,2008,02/06/2008,northern,0,135556.7
24,2008,6,2008-W24-1,2008,09/06/2008,northern,0,135556.7
25,2008,6,2008-W25-1,2008,16/06/2008,northern,0,135556.7
26,2008,6,2008-W26-1,2008,23/06/2008,northern,0,135556.7
27,2008,6,2008-W27-1,2008,30/06/2008,northern,0,135556.7
28,2008,7,2008-W28-1,2008,07/07/2008,northern,0,135556.7
29,2008,7,2008-W29-1,2008,14/07/2008,northern,0,135556.7
30,2008,7,2008-W30-1,2008,21/07/2008,northern,0,135556.7
31,2008,7,2008-W31-1,2008,28/07/2008,northern,0,135556.7
32,2008,8,2008-W32-1,2008,04/08/2008,northern,0,135556.7
33,2008,8,2008-W33-1,2008,11/08/2008,northern,1,135556.7
34,2008,8,2008-W34-1,2008,18/08/2008,northern,0,135556.7
35,2008,8,2008-W35-1,2008,25/08/2008,northern,0,135556.7
36,2008,9,2008-W36-1,2008,01/09/2008,northern,0,135556.7
37,2008,9,2008-W37-1,2008,08/09/2008,northern,0,135556.7
38,2008,9,2008-W38-1,2008,15/09/2008,northern,0,135556.7
39,2008,9,2008-W39-1,2008,22/09/2008,northern,0,135556.7
40,2008,9,2008-W40-1,2008,29/09/2008,northern,0,135556.7
41,2008,10,2008-W41-1,2008,06/10/2008,northern,0,135556.7
42,2008,10,2008-W42-1,2008,13/10/2008,northern,0,135556.7
43,2008,10,2008-W43-1,2008,20/10/2008,northern,0,135556.7
44,2008,10,2008-W44-1,2008,27/10/2008,northern,0,135556.7
45,2008,11,2008-W45-1,2008,03/11/2008,northern,0,135556.7
46,2008,11,2008-W46-1,2008,10/11/2008,northern,0,135556.7
47,2008,11,2008-W47-1,2008,17/11/2008,northern,0,135556.7
48,2008,11,2008-W48-1,2008,24/11/2008,northern,0,135556.7
49,2008,12,2008-W49-1,2008,01/12/2008,northern,0,135556.7
50,2008,12,2008-W50-1,2008,08/12/2008,northern,0,135556.7
51,2008,12,2008-W51-1,2008,15/12/2008,northern,0,135556.7
52,2008,12,2008-W52-1,2008,22/12/2008,northern,0,135556.7
1,2009,1,2009-W01-4,2009,01/01/2009,northern,0,135152.4
2,2009,1,2009-W02-1,2009,05/01/2009,northern,1,135152.4
3,2009,1,2009-W03-1,2009,12/01/2009,northern,1,135152.4
4,2009,1,2009-W04-1,2009,19/01/2009,northern,0,135152.4
5,2009,1,2009-W05-1,2009,26/01/2009,northern,1,135152.4
6,2009,2,2009-W06-1,2009,02/02/2009,northern,0,135152.4
7,2009,2,2009-W07-1,2009,09/02/2009,northern,3,135152.4
8,2009,2,2009-W08-1,2009,16/02/2009,northern,5,135152.4
9,2009,2,2009-W09-1,2009,23/02/2009,northern,1,135152.4
10,2009,3,2009-W10-1,2009,02/03/2009,northern,0,135152.4
11,2009,3,2009-W11-1,2009,09/03/2009,northern,4,135152.4
12,2009,3,2009-W12-1,2009,16/03/2009,northern,3,135152.4
13,2009,3,2009-W13-1,2009,23/03/2009,northern,2,135152.4
14,2009,3,2009-W14-1,2009,30/03/2009,northern,4,135152.4
15,2009,4,2009-W15-1,2009,06/04/2009,northern,8,135152.4
16,2009,4,2009-W16-1,2009,13/04/2009,northern,3,135152.4
17,2009,4,2009-W17-1,2009,20/04/2009,northern,4,135152.4
18,2009,4,2009-W18-1,2009,27/04/2009,northern,4,135152.4
19,2009,5,2009-W19-1,2009,04/05/2009,northern,0,135152.4
20,2009,5,2009-W20-1,2009,11/05/2009,northern,2,135152.4
21,2009,5,2009-W21-1,2009,18/05/2009,northern,1,135152.4
22,2009,5,2009-W22-1,2009,25/05/2009,northern,0,135152.4
23,2009,6,2009-W23-1,2009,01/06/2009,northern,0,135152.4
24,2009,6,2009-W24-1,2009,08/06/2009,northern,0,135152.4
25,2009,6,2009-W25-1,2009,15/06/2009,northern,0,135152.4
26,2009,6,2009-W26-1,2009,22/06/2009,northern,1,135152.4
27,2009,6,2009-W27-1,2009,29/06/2009,northern,0,135152.4
28,2009,7,2009-W28-1,2009,06/07/2009,northern,0,135152.4
29,2009,7,2009-W29-1,2009,13/07/2009,northern,0,135152.4
30,2009,7,2009-W30-1,2009,20/07/2009,northern,0,135152.4
31,2009,7,2009-W31-1,2009,27/07/2009,northern,0,135152.4
32,2009,8,2009-W32-1,2009,03/08/2009,northern,0,135152.4
33,2009,8,2009-W33-1,2009,10/08/2009,northern,0,135152.4
34,2009,8,2009-W34-1,2009,17/08/2009,northern,0,135152.4
35,2009,8,2009-W35-1,2009,24/08/2009,northern,0,135152.4
36,2009,8,2009-W36-1,2009,31/08/2009,northern,0,135152.4
37,2009,9,2009-W37-1,2009,07/09/2009,northern,0,135152.4
38,2009,9,2009-W38-1,2009,14/09/2009,northern,0,135152.4
39,2009,9,2009-W39-1,2009,21/09/2009,northern,0,135152.4
40,2009,9,2009-W40-1,2009,28/09/2009,northern,0,135152.4
41,2009,10,2009-W41-1,2009,05/10/2009,northern,0,135152.4
42,2009,10,2009-W42-1,2009,12/10/2009,northern,0,135152.4
43,2009,10,2009-W43-1,2009,19/10/2009,northern,0,135152.4
44,2009,10,2009-W44-1,2009,26/10/2009,northern,0,135152.4
45,2009,11,2009-W45-1,2009,02/11/2009,northern,0,135152.4
46,2009,11,2009-W46-1,2009,09/11/2009,northern,0,135152.4
47,2009,11,2009-W47-1,2009,16/11/2009,northern,0,135152.4
48,2009,11,2009-W48-1,2009,23/11/2009,northern,0,135152.4
49,2009,11,2009-W49-1,2009,30/11/2009,northern,0,135152.4
50,2009,12,2009-W50-1,2009,07/12/2009,northern,0,135152.4
51,2009,12,2009-W51-1,2009,14/12/2009,northern,0,135152.4
52,2009,12,2009-W52-1,2009,21/12/2009,northern,0,135152.4
1,2010,1,2010-W01-1,2010,04/01/2010,northern,0,134748.1
2,2010,1,2010-W02-1,2010,11/01/2010,northern,0,134748.1
3,2010,1,2010-W03-1,2010,18/01/2010,northern,0,134748.1
4,2010,1,2010-W04-1,2010,25/01/2010,northern,0,134748.1
5,2010,2,2010-W05-1,2010,01/02/2010,northern,0,134748.1
6,2010,2,2010-W06-1,2010,08/02/2010,northern,0,134748.1
7,2010,2,2010-W07-1,2010,15/02/2010,northern,0,134748.1
8,2010,2,2010-W08-1,2010,22/02/2010,northern,0,134748.1
9,2010,3,2010-W09-1,2010,01/03/2010,northern,0,134748.1
10,2010,3,2010-W10-1,2010,08/03/2010,northern,0,134748.1
11,2010,3,2010-W11-1,2010,15/03/2010,northern,0,134748.1
12,2010,3,2010-W12-1,2010,22/03/2010,northern,0,134748.1
13,2010,3,2010-W13-1,2010,29/03/2010,northern,0,134748.1
14,2010,4,2010-W14-1,2010,05/04/2010,northern,0,134748.1
15,2010,4,2010-W15-1,2010,12/04/2010,northern,0,134748.1
16,2010,4,2010-W16-1,2010,19/04/2010,northern,0,134748.1
17,2010,4,2010-W17-1,2010,26/04/2010,northern,0,134748.1
18,2010,5,2010-W18-1,2010,03/05/2010,northern,0,134748.1
19,2010,5,2010-W19-1,2010,10/05/2010,northern,0,134748.1
20,2010,5,2010-W20-1,2010,17/05/2010,northern,0,134748.1
21,2010,5,2010-W21-1,2010,24/05/2010,northern,0,134748.1
22,2010,5,2010-W22-1,2010,31/05/2010,northern,0,134748.1
23,2010,6,2010-W23-1,2010,07/06/2010,northern,0,134748.1
24,2010,6,2010-W24-1,2010,14/06/2010,northern,0,134748.1
25,2010,6,2010-W25-1,2010,21/06/2010,northern,0,134748.1
26,2010,6,2010-W26-1,2010,28/06/2010,northern,0,134748.1
27,2010,7,2010-W27-1,2010,05/07/2010,northern,0,134748.1
28,2010,7,2010-W28-1,2010,12/07/2010,northern,0,134748.1
29,2010,7,2010-W29-1,2010,19/07/2010,northern,0,134748.1
30,2010,7,2010-W30-1,2010,26/07/2010,northern,0,134748.1
31,2010,8,2010-W31-1,2010,02/08/2010,northern,0,134748.1
32,2010,8,2010-W32-1,2010,09/08/2010,northern,0,134748.1
33,2010,8,2010-W33-1,2010,16/08/2010,northern,0,134748.1
34,2010,8,2010-W34-1,2010,23/08/2010,northern,0,134748.1
35,2010,8,2010-W35-1,2010,30/08/2010,northern,0,134748.1
36,2010,9,2010-W36-1,2010,06/09/2010,northern,0,134748.1
37,2010,9,2010-W37-1,2010,13/09/2010,northern,0,134748.1
38,2010,9,2010-W38-1,2010,20/09/2010,northern,0,134748.1
39,2010,9,2010-W39-1,2010,27/09/2010,northern,0,134748.1
40,2010,10,2010-W40-1,2010,04/10/2010,northern,0,134748.1
41,2010,10,2010-W41-1,2010,11/10/2010,northern,0,134748.1
42,2010,10,2010-W42-1,2010,18/10/2010,northern,0,134748.1
43,2010,10,2010-W43-1,2010,25/10/2010,northern,0,134748.1
44,2010,11,2010-W44-1,2010,01/11/2010,northern,0,134748.1
45,2010,11,2010-W45-1,2010,08/11/2010,northern,0,134748.1
46,2010,11,2010-W46-1,2010,15/11/2010,northern,0,134748.1
47,2010,11,2010-W47-1,2010,22/11/2010,northern,0,134748.1
48,2010,11,2010-W48-1,2010,29/11/2010,northern,0,134748.1
49,2010,12,2010-W49-1,2010,06/12/2010,northern,0,134748.1
50,2010,12,2010-W50-1,2010,13/12/2010,northern,0,134748.1
51,2010,12,2010-W51-1,2010,20/12/2010,northern,0,134748.1
52,2010,12,2010-W52-1,2010,27/12/2010,northern,0,134748.1
52,2011,1,2010-W52-6,2010,01/01/2011,northern,0,134343.8
1,2011,1,2011-W01-1,2011,03/01/2011,northern,0,134343.8
2,2011,1,2011-W02-1,2011,10/01/2011,northern,0,134343.8
3,2011,1,2011-W03-1,2011,17/01/2011,northern,0,134343.8
4,2011,1,2011-W04-1,2011,24/01/2011,northern,0,134343.8
5,2011,1,2011-W05-1,2011,31/01/2011,northern,1,134343.8
6,2011,2,2011-W06-1,2011,07/02/2011,northern,1,134343.8
7,2011,2,2011-W07-1,2011,14/02/2011,northern,1,134343.8
8,2011,2,2011-W08-1,2011,21/02/2011,northern,0,134343.8
9,2011,2,2011-W09-1,2011,28/02/2011,northern,2,134343.8
10,2011,3,2011-W10-1,2011,07/03/2011,northern,0,134343.8
11,2011,3,2011-W11-1,2011,14/03/2011,northern,0,134343.8
12,2011,3,2011-W12-1,2011,21/03/2011,northern,0,134343.8
13,2011,3,2011-W13-1,2011,28/03/2011,northern,0,134343.8
14,2011,4,2011-W14-1,2011,04/04/2011,northern,0,134343.8
15,2011,4,2011-W15-1,2011,11/04/2011,northern,0,134343.8
16,2011,4,2011-W16-1,2011,18/04/2011,northern,0,134343.8
17,2011,4,2011-W17-1,2011,25/04/2011,northern,0,134343.8
18,2011,5,2011-W18-1,2011,02/05/2011,northern,0,134343.8
19,2011,5,2011-W19-1,2011,09/05/2011,northern,0,134343.8
20,2011,5,2011-W20-1,2011,16/05/2011,northern,0,134343.8
21,2011,5,2011-W21-1,2011,23/05/2011,northern,2,134343.8
22,2011,5,2011-W22-1,2011,30/05/2011,northern,0,134343.8
23,2011,6,2011-W23-1,2011,06/06/2011,northern,1,134343.8
24,2011,6,2011-W24-1,2011,13/06/2011,northern,0,134343.8
25,2011,6,2011-W25-1,2011,20/06/2011,northern,1,134343.8
26,2011,6,2011-W26-1,2011,27/06/2011,northern,0,134343.8
27,2011,7,2011-W27-1,2011,04/07/2011,northern,0,134343.8
28,2011,7,2011-W28-1,2011,11/07/2011,northern,0,134343.8
29,2011,7,2011-W29-1,2011,18/07/2011,northern,0,134343.8
30,2011,7,2011-W30-1,2011,25/07/2011,northern,0,134343.8
31,2011,8,2011-W31-1,2011,01/08/2011,northern,0,134343.8
32,2011,8,2011-W32-1,2011,08/08/2011,northern,0,134343.8
33,2011,8,2011-W33-1,2011,15/08/2011,northern,0,134343.8
34,2011,8,2011-W34-1,2011,22/08/2011,northern,0,134343.8
35,2011,8,2011-W35-1,2011,29/08/2011,northern,0,134343.8
36,2011,9,2011-W36-1,2011,05/09/2011,northern,0,134343.8
37,2011,9,2011-W37-1,2011,12/09/2011,northern,0,134343.8
38,2011,9,2011-W38-1,2011,19/09/2011,northern,0,134343.8
39,2011,9,2011-W39-1,2011,26/09/2011,northern,0,134343.8
40,2011,10,2011-W40-1,2011,03/10/2011,northern,0,134343.8
41,2011,10,2011-W41-1,2011,10/10/2011,northern,0,134343.8
42,2011,10,2011-W42-1,2011,17/10/2011,northern,0,134343.8
43,2011,10,2011-W43-1,2011,24/10/2011,northern,0,134343.8
44,2011,10,2011-W44-1,2011,31/10/2011,northern,0,134343.8
45,2011,11,2011-W45-1,2011,07/11/2011,northern,0,134343.8
46,2011,11,2011-W46-1,2011,14/11/2011,northern,0,134343.8
47,2011,11,2011-W47-1,2011,21/11/2011,northern,0,134343.8
48,2011,11,2011-W48-1,2011,28/11/2011,northern,0,134343.8
49,2011,12,2011-W49-1,2011,05/12/2011,northern,1,134343.8
50,2011,12,2011-W50-1,2011,12/12/2011,northern,2,134343.8
51,2011,12,2011-W51-1,2011,19/12/2011,northern,0,134343.8
52,2012,1,2011-W52-7,2011,01/01/2012,northern,1,133939.5
1,2012,1,2012-W01-1,2012,02/01/2012,northern,0,133939.5
2,2012,1,2012-W02-1,2012,09/01/2012,northern,0,133939.5
3,2012,1,2012-W03-1,2012,16/01/2012,northern,0,133939.5
4,2012,1,2012-W04-1,2012,23/01/2012,northern,1,133939.5
5,2012,1,2012-W05-1,2012,30/01/2012,northern,0,133939.5
6,2012,2,2012-W06-1,2012,06/02/2012,northern,1,133939.5
7,2012,2,2012-W07-1,2012,13/02/2012,northern,2,133939.5
8,2012,2,2012-W08-1,2012,20/02/2012,northern,0,133939.5
9,2012,2,2012-W09-1,2012,27/02/2012,northern,0,133939.5
10,2012,3,2012-W10-1,2012,05/03/2012,northern,0,133939.5
11,2012,3,2012-W11-1,2012,12/03/2012,northern,0,133939.5
12,2012,3,2012-W12-1,2012,19/03/2012,northern,1,133939.5
13,2012,3,2012-W13-1,2012,26/03/2012,northern,0,133939.5
14,2012,4,2012-W14-1,2012,02/04/2012,northern,0,133939.5
15,2012,4,2012-W15-1,2012,09/04/2012,northern,1,133939.5
16,2012,4,2012-W16-1,2012,16/04/2012,northern,1,133939.5
17,2012,4,2012-W17-1,2012,23/04/2012,northern,0,133939.5
18,2012,4,2012-W18-1,2012,30/04/2012,northern,1,133939.5
19,2012,5,2012-W19-1,2012,07/05/2012,northern,2,133939.5
20,2012,5,2012-W20-1,2012,14/05/2012,northern,2,133939.5
21,2012,5,2012-W21-1,2012,21/05/2012,northern,0,133939.5
22,2012,5,2012-W22-1,2012,28/05/2012,northern,0,133939.5
23,2012,6,2012-W23-1,2012,04/06/2012,northern,0,133939.5
24,2012,6,2012-W24-1,2012,11/06/2012,northern,1,133939.5
25,2012,6,2012-W25-1,2012,18/06/2012,northern,4,133939.5
26,2012,6,2012-W26-1,2012,25/06/2012,northern,0,133939.5
27,2012,7,2012-W27-1,2012,02/07/2012,northern,0,133939.5
28,2012,7,2012-W28-1,2012,09/07/2012,northern,1,133939.5
29,2012,7,2012-W29-1,2012,16/07/2012,northern,1,133939.5
30,2012,7,2012-W30-1,2012,23/07/2012,northern,1,133939.5
31,2012,7,2012-W31-1,2012,30/07/2012,northern,0,133939.5
32,2012,8,2012-W32-1,2012,06/08/2012,northern,1,133939.5
33,2012,8,2012-W33-1,2012,13/08/2012,northern,0,133939.5
34,2012,8,2012-W34-1,2012,20/08/2012,northern,0,133939.5
35,2012,8,2012-W35-1,2012,27/08/2012,northern,0,133939.5
36,2012,9,2012-W36-1,2012,03/09/2012,northern,1,133939.5
37,2012,9,2012-W37-1,2012,10/09/2012,northern,2,133939.5
38,2012,9,2012-W38-1,2012,17/09/2012,northern,0,133939.5
39,2012,9,2012-W39-1,2012,24/09/2012,northern,0,133939.5
40,2012,10,2012-W40-1,2012,01/10/2012,northern,0,133939.5
41,2012,10,2012-W41-1,2012,08/10/2012,northern,0,133939.5
42,2012,10,2012-W42-1,2012,15/10/2012,northern,1,133939.5
43,2012,10,2012-W43-1,2012,22/10/2012,northern,0,133939.5
44,2012,10,2012-W44-1,2012,29/10/2012,northern,0,133939.5
45,2012,11,2012-W45-1,2012,05/11/2012,northern,0,133939.5
46,2012,11,2012-W46-1,2012,12/11/2012,northern,0,133939.5
47,2012,11,2012-W47-1,2012,19/11/2012,northern,0,133939.5
48,2012,11,2012-W48-1,2012,26/11/2012,northern,0,133939.5
49,2012,12,2012-W49-1,2012,03/12/2012,northern,0,133939.5
50,2012,12,2012-W50-1,2012,10/12/2012,northern,1,133939.5
51,2012,12,2012-W51-1,2012,17/12/2012,northern,1,133939.5
1,2013,1,2013-W01-2,2013,01/01/2013,northern,0,133535.2
2,2013,1,2013-W02-1,2013,07/01/2013,northern,3,133535.2
3,2013,1,2013-W03-1,2013,14/01/2013,northern,1,133535.2
4,2013,1,2013-W04-1,2013,21/01/2013,northern,2,133535.2
5,2013,1,2013-W05-1,2013,28/01/2013,northern,2,133535.2
6,2013,2,2013-W06-1,2013,04/02/2013,northern,0,133535.2
7,2013,2,2013-W07-1,2013,11/02/2013,northern,0,133535.2
8,2013,2,2013-W08-1,2013,18/02/2013,northern,1,133535.2
9,2013,2,2013-W09-1,2013,25/02/2013,northern,8,133535.2
10,2013,3,2013-W10-1,2013,04/03/2013,northern,2,133535.2
11,2013,3,2013-W11-1,2013,11/03/2013,northern,3,133535.2
12,2013,3,2013-W12-1,2013,18/03/2013,northern,2,133535.2
13,2013,3,2013-W13-1,2013,25/03/2013,northern,1,133535.2
14,2013,4,2013-W14-1,2013,01/04/2013,northern,2,133535.2
15,2013,4,2013-W15-1,2013,08/04/2013,northern,1,133535.2
16,2013,4,2013-W16-1,2013,15/04/2013,northern,2,133535.2
17,2013,4,2013-W17-1,2013,22/04/2013,northern,0,133535.2
18,2013,4,2013-W18-1,2013,29/04/2013,northern,1,133535.2
19,2013,5,2013-W19-1,2013,06/05/2013,northern,0,133535.2
20,2013,5,2013-W20-1,2013,13/05/2013,northern,0,133535.2
21,2013,5,2013-W21-1,2013,20/05/2013,northern,1,133535.2
22,2013,5,2013-W22-1,2013,27/05/2013,northern,1,133535.2
23,2013,6,2013-W23-1,2013,03/06/2013,northern,0,133535.2
24,2013,6,2013-W24-1,2013,10/06/2013,northern,1,133535.2
25,2013,6,2013-W25-1,2013,17/06/2013,northern,0,133535.2
26,2013,6,2013-W26-1,2013,24/06/2013,northern,0,133535.2
27,2013,7,2013-W27-1,2013,01/07/2013,northern,0,133535.2
28,2013,7,2013-W28-1,2013,08/07/2013,northern,0,133535.2
29,2013,7,2013-W29-1,2013,15/07/2013,northern,0,133535.2
30,2013,7,2013-W30-1,2013,22/07/2013,northern,0,133535.2
31,2013,7,2013-W31-1,2013,29/07/2013,northern,0,133535.2
32,2013,8,2013-W32-1,2013,05/08/2013,northern,1,133535.2
33,2013,8,2013-W33-1,2013,12/08/2013,northern,0,133535.2
34,2013,8,2013-W34-1,2013,19/08/2013,northern,1,133535.2
35,2013,8,2013-W35-1,2013,26/08/2013,northern,0,133535.2
36,2013,9,2013-W36-1,2013,02/09/2013,northern,0,133535.2
37,2013,9,2013-W37-1,2013,09/09/2013,northern,0,133535.2
38,2013,9,2013-W38-1,2013,16/09/2013,northern,0,133535.2
39,2013,9,2013-W39-1,2013,23/09/2013,northern,0,133535.2
40,2013,9,2013-W40-1,2013,30/09/2013,northern,0,133535.2
41,2013,10,2013-W41-1,2013,07/10/2013,northern,1,133535.2
42,2013,10,2013-W42-1,2013,14/10/2013,northern,0,133535.2
43,2013,10,2013-W43-1,2013,21/10/2013,northern,0,133535.2
44,2013,10,2013-W44-1,2013,28/10/2013,northern,0,133535.2
45,2013,11,2013-W45-1,2013,04/11/2013,northern,0,133535.2
46,2013,11,2013-W46-1,2013,11/11/2013,northern,0,133535.2
47,2013,11,2013-W47-1,2013,18/11/2013,northern,0,133535.2
48,2013,11,2013-W48-1,2013,25/11/2013,northern,0,133535.2
49,2013,12,2013-W49-1,2013,02/12/2013,northern,1,133535.2
50,2013,12,2013-W50-1,2013,09/12/2013,northern,0,133535.2
51,2013,12,2013-W51-1,2013,16/12/2013,northern,0,133535.2
52,2013,12,2013-W52-1,2013,23/12/2013,northern,2,133535.2
1,2014,1,2014-W01-3,2014,01/01/2014,northern,3,133130.9
2,2014,1,2014-W02-1,2014,06/01/2014,northern,1,133130.9
3,2014,1,2014-W03-1,2014,13/01/2014,northern,0,133130.9
4,2014,1,2014-W04-1,2014,20/01/2014,northern,0,133130.9
5,2014,1,2014-W05-1,2014,27/01/2014,northern,0,133130.9
6,2014,2,2014-W06-1,2014,03/02/2014,northern,0,133130.9
7,2014,2,2014-W07-1,2014,10/02/2014,northern,5,133130.9
8,2014,2,2014-W08-1,2014,17/02/2014,northern,0,133130.9
9,2014,2,2014-W09-1,2014,24/02/2014,northern,3,133130.9
10,2014,3,2014-W10-1,2014,03/03/2014,northern,0,133130.9
11,2014,3,2014-W11-1,2014,10/03/2014,northern,0,133130.9
12,2014,3,2014-W12-1,2014,17/03/2014,northern,0,133130.9
13,2014,3,2014-W13-1,2014,24/03/2014,northern,0,133130.9
14,2014,3,2014-W14-1,2014,31/03/2014,northern,0,133130.9
15,2014,4,2014-W15-1,2014,07/04/2014,northern,0,133130.9
16,2014,4,2014-W16-1,2014,14/04/2014,northern,0,133130.9
17,2014,4,2014-W17-1,2014,21/04/2014,northern,0,133130.9
18,2014,4,2014-W18-1,2014,28/04/2014,northern,0,133130.9
19,2014,5,2014-W19-1,2014,05/05/2014,northern,0,133130.9
20,2014,5,2014-W20-1,2014,12/05/2014,northern,0,133130.9
21,2014,5,2014-W21-1,2014,19/05/2014,northern,4,133130.9
22,2014,5,2014-W22-1,2014,26/05/2014,northern,0,133130.9
23,2014,6,2014-W23-1,2014,02/06/2014,northern,0,133130.9
24,2014,6,2014-W24-1,2014,09/06/2014,northern,0,133130.9
25,2014,6,2014-W25-1,2014,16/06/2014,northern,0,133130.9
26,2014,6,2014-W26-1,2014,23/06/2014,northern,0,133130.9
27,2014,6,2014-W27-1,2014,30/06/2014,northern,0,133130.9
28,2014,7,2014-W28-1,2014,07/07/2014,northern,1,133130.9
29,2014,7,2014-W29-1,2014,14/07/2014,northern,0,133130.9
30,2014,7,2014-W30-1,2014,21/07/2014,northern,0,133130.9
31,2014,7,2014-W31-1,2014,28/07/2014,northern,0,133130.9
32,2014,8,2014-W32-1,2014,04/08/2014,northern,0,133130.9
33,2014,8,2014-W33-1,2014,11/08/2014,northern,0,133130.9
34,2014,8,2014-W34-1,2014,18/08/2014,northern,0,133130.9
35,2014,8,2014-W35-1,2014,25/08/2014,northern,0,133130.9
36,2014,9,2014-W36-1,2014,01/09/2014,northern,0,133130.9
37,2014,9,2014-W37-1,2014,08/09/2014,northern,1,133130.9
38,2014,9,2014-W38-1,2014,15/09/2014,northern,0,133130.9
39,2014,9,2014-W39-1,2014,22/09/2014,northern,0,133130.9
40,2014,9,2014-W40-1,2014,29/09/2014,northern,0,133130.9
41,2014,10,2014-W41-1,2014,06/10/2014,northern,1,133130.9
42,2014,10,2014-W42-1,2014,13/10/2014,northern,0,133130.9
43,2014,10,2014-W43-1,2014,20/10/2014,northern,0,133130.9
44,2014,10,2014-W44-1,2014,27/10/2014,northern,0,133130.9
45,2014,11,2014-W45-1,2014,03/11/2014,northern,1,133130.9
46,2014,11,2014-W46-1,2014,10/11/2014,northern,0,133130.9
47,2014,11,2014-W47-1,2014,17/11/2014,northern,0,133130.9
48,2014,11,2014-W48-1,2014,24/11/2014,northern,0,133130.9
49,2014,12,2014-W49-1,2014,01/12/2014,northern,0,133130.9
50,2014,12,2014-W50-1,2014,08/12/2014,northern,0,133130.9
51,2014,12,2014-W51-1,2014,15/12/2014,northern,0,133130.9
52,2014,12,2014-W52-1,2014,22/12/2014,northern,0,133130.9
1,2015,1,2015-W01-4,2015,01/01/2015,northern,0,132726.6
2,2015,1,2015-W02-1,2015,05/01/2015,northern,0,132726.6
3,2015,1,2015-W03-1,2015,12/01/2015,northern,0,132726.6
4,2015,1,2015-W04-1,2015,19/01/2015,northern,0,132726.6
5,2015,1,2015-W05-1,2015,26/01/2015,northern,0,132726.6
6,2015,2,2015-W06-1,2015,02/02/2015,northern,0,132726.6
7,2015,2,2015-W07-1,2015,09/02/2015,northern,8,132726.6
8,2015,2,2015-W08-1,2015,16/02/2015,northern,10,132726.6
9,2015,2,2015-W09-1,2015,23/02/2015,northern,0,132726.6
10,2015,3,2015-W10-1,2015,02/03/2015,northern,1,132726.6
11,2015,3,2015-W11-1,2015,09/03/2015,northern,3,132726.6
12,2015,3,2015-W12-1,2015,16/03/2015,northern,5,132726.6
13,2015,3,2015-W13-1,2015,23/03/2015,northern,2,132726.6
14,2015,3,2015-W14-1,2015,30/03/2015,northern,0,132726.6
